species_a,species_a_name,species_b,species_b_name,inter_distance,intra_a,intra_b,contrast
0091,Brachystegia Benth.,0375,Koompassia malaccensis Maing.,0.3475947001448464,0.38877160503932806,0.08877285430095372,-0.04117690489448167
0071,Baikiaea plurijuga Harms,0157,Ceriops tagal (Perr.) C.B. Robinson,0.623427151961934,0.6624630676293845,0.3733888439031872,-0.03903591566745046
0353,Intsia Thouars,0479,Peltogyne catingae Ducke,0.3305826737741465,0.36502681521580665,0.034412686077142644,-0.03444414144166014
0157,Ceriops tagal (Perr.) C.B. Robinson,0418,Mansonia altissima (A. Chev.) A. Chev.,0.3390208913944782,0.3733888439031872,0.10609990889998436,-0.034367952508709
0313,Grevillea robusta A.Cunn. ex R.Br.,0418,Mansonia altissima (A. Chev.) A. Chev.,0.08864833583991866,0.12015375617853329,0.10609990889998436,-0.03150542033861463
0301,Gilbertiodendron dewevrei (De Wild.) J.Léonard,0478,Peltogyne Vogel,0.1397964453954694,0.17033855113561178,0.11335898594650924,-0.030542105740142378
0607,Swietenia macrophylla King,0608,Swietenia mahagoni (L.) Jacq.,0.12666703965486137,0.07039605530704054,0.156298942858346,-0.029631903203484633
0243,Dracontomelon dao (Blanco) Merr. & Rolfe,0678,Albizia ferruginea (Guill. & Perr.) Benth.,0.35446653283265384,0.38265490650255146,0.33801121938985357,-0.028188373669897626
0096,Brosimum guianense (Aubl.) Huber ex Ducke,0354,Intsia bijuga (Colebr.) Kuntze,0.4659915988047915,0.4923459427522542,0.3278225854948488,-0.026354343947462666
0071,Baikiaea plurijuga Harms,0080,Betula papyrifera Marshall,0.6364962255883476,0.6624630676293845,0.15225687626821854,-0.02596684204103683
0552,Quercus alba L.,0553,Quercus petraea (Matt.) Liebl.,0.09158659501459485,0.054910389150189774,0.1175281560814896,-0.025941561066894755
0552,Quercus alba L.,0554,Quercus robur L.,0.03211906545745774,0.054910389150189774,0.040088693572690404,-0.022791323692732034
0214,Daniellia thurifera Benn.,0258,Entandrophragma cylindricum (Sprague) Sprague,0.42110162346292024,0.44353669806721796,0.1920147510454096,-0.022435074604297722
0035,Anacardium giganteum Hancock ex Engl.,0070,Bagassa guianensis Aubl.,0.3302407417670344,0.09952635975102023,0.35189488550655634,-0.021654143739521958
0115,Carapa guianensis Aubl.,0608,Swietenia mahagoni (L.) Jacq.,0.4569454922374221,0.47781439040167756,0.156298942858346,-0.020868898164255467
0072,Baillonella toxisperma Pierre,0081,Betula pendula Roth,0.3573329474320145,0.377642267969207,0.0030165117830820874,-0.020309320537192532
0236,Dipterocarpus C.F.Gaertn.,0295,Fraxinus nigra Marshall,0.0471624008456803,0.06735710381385199,0.04872560265571527,-0.02019470296817169
0296,Fraxinus ornus L.,0297,Fraxinus mandshurica Rupr.,0.16810558843621087,0.15609996020530656,0.18720922831157757,-0.0191036398753667
0071,Baikiaea plurijuga Harms,0238,Dipterocarpus kerrii King,0.6455403981791317,0.6624630676293845,0.047350069644523325,-0.01692266945025278
0045,Anopyxis klaineana (Pierre) Engl.,0238,Dipterocarpus kerrii King,0.35164081712172246,0.3666389738639127,0.047350069644523325,-0.014998156742190238
0301,Gilbertiodendron dewevrei (De Wild.) J.Léonard,0353,Intsia Thouars,0.351011498614334,0.17033855113561178,0.36502681521580665,-0.01401531660147265
0157,Ceriops tagal (Perr.) C.B. Robinson,0236,Dipterocarpus C.F.Gaertn.,0.3615482437544071,0.3733888439031872,0.06735710381385199,-0.011840600148780134
0096,Brosimum guianense (Aubl.) Huber ex Ducke,0207,Dalbergia nigra (Vell.) Allemão ex Benth.,0.4816082871294899,0.4923459427522542,0.31919241888109307,-0.010737655622764297
0207,Dalbergia nigra (Vell.) Allemão ex Benth.,0399,Lovoa trichilioides Harms,0.30865481414268625,0.31919241888109307,0.2327105138088832,-0.010537604738406814
0243,Dracontomelon dao (Blanco) Merr. & Rolfe,0295,Fraxinus nigra Marshall,0.37297218511812713,0.38265490650255146,0.04872560265571527,-0.009682721384424331
0045,Anopyxis klaineana (Pierre) Engl.,0236,Dipterocarpus C.F.Gaertn.,0.3571332738978174,0.3666389738639127,0.06735710381385199,-0.009505699966095293
0157,Ceriops tagal (Perr.) C.B. Robinson,0295,Fraxinus nigra Marshall,0.3644437582492688,0.3733888439031872,0.04872560265571527,-0.008945085653918439
0302,Gilbertiodendron preussii (Harms) J.Léonard,0478,Peltogyne Vogel,0.20866596504058116,0.21477324086718907,0.11335898594650924,-0.006107275826607916
0158,"Chlorocardium rodiei (R.H.Schomb.) Rohwer, H.G.Richt. & van der Werff",0243,Dracontomelon dao (Blanco) Merr. & Rolfe,0.3782929219012704,0.08176555061613976,0.38265490650255146,-0.004361984601281066
0270,Erythrophleum suaveolens (Guill. & Perr.) Brenan,0399,Lovoa trichilioides Harms,0.3664994746127425,0.37032055479729653,0.2327105138088832,-0.0038210801845540154
0147,Ceiba pentandra (L.) Gaertn.,0236,Dipterocarpus C.F.Gaertn.,0.0877361579964018,0.09053989442752747,0.06735710381385199,-0.002803736431125664
0147,Ceiba pentandra (L.) Gaertn.,0238,Dipterocarpus kerrii King,0.08783720827859268,0.09053989442752747,0.047350069644523325,-0.002702686148934791
0045,Anopyxis klaineana (Pierre) Engl.,0295,Fraxinus nigra Marshall,0.36603694950359966,0.3666389738639127,0.04872560265571527,-0.000602024360313036
0003,Acacia mangium Willd.,0625,Terminalia superba Engl.& Diels,0.3218821739712698,0.24987335040256672,0.3215805164792984,0.00030165749197136327
0550,Quercus mongolica Fisch. ex Ledeb.,0553,Quercus petraea (Matt.) Liebl.,0.12009767428524923,0.0295908067557718,0.1175281560814896,0.002569518203759627
0092,Brachystegia cynometroides Harms,0478,Peltogyne Vogel,0.1477281794342601,0.1445998181282847,0.11335898594650924,0.00312836130597538
0070,Bagassa guianensis Aubl.,0115,Carapa guianensis Aubl.,0.48144760495451194,0.35189488550655634,0.47781439040167756,0.003633214552834385
0095,Brosimum alicastrum Swartz,0181,Cotylelobium Pierre,0.3776573690709885,0.373588888328799,0.02876268832314597,0.0040684807421895175
0071,Baikiaea plurijuga Harms,0293,Fraxinus americana L.,0.6667247101181589,0.6624630676293845,0.06673216616943302,0.004261642488774475
0214,Daniellia thurifera Benn.,0608,Swietenia mahagoni (L.) Jacq.,0.44854157177884757,0.44353669806721796,0.156298942858346,0.005004873711629609
0157,Ceriops tagal (Perr.) C.B. Robinson,0238,Dipterocarpus kerrii King,0.3785480878307126,0.3733888439031872,0.047350069644523325,0.00515924392752537
0006,Acer platanoides L.,0071,Baikiaea plurijuga Harms,0.6678592531067097,0.0033010130066980182,0.6624630676293845,0.005396185477325233
0070,Bagassa guianensis Aubl.,0243,Dracontomelon dao (Blanco) Merr. & Rolfe,0.3892604951919594,0.35189488550655634,0.38265490650255146,0.006605588689407915
0256,Entandrophragma angolense (Welw.) Panshin,0331,Heritiera utilis (Sprague) Sprague,0.36018154441403943,0.35292642353479126,0.2700129923785008,0.007255120879248178
0095,Brosimum alicastrum Swartz,0157,Ceriops tagal (Perr.) C.B. Robinson,0.3810054082553895,0.373588888328799,0.3733888439031872,0.007416519926590481
0207,Dalbergia nigra (Vell.) Allemão ex Benth.,0678,Albizia ferruginea (Guill. & Perr.) Benth.,0.346132700374825,0.31919241888109307,0.33801121938985357,0.008121480984971452
0071,Baikiaea plurijuga Harms,0542,Pycnanthus angolensis (Welw.) Warb.,0.6719752728161689,0.6624630676293845,0.09358528548867441,0.009512205186784417
0195,Ctenolophon parvifolius Oliv.,0295,Fraxinus nigra Marshall,0.154959546740543,0.1445569890808498,0.04872560265571527,0.010402557659693196
0353,Intsia Thouars,0478,Peltogyne Vogel,0.37607699314555915,0.36502681521580665,0.11335898594650924,0.011050177929752492
0071,Baikiaea plurijuga Harms,0072,Baillonella toxisperma Pierre,0.6735253699012776,0.6624630676293845,0.377642267969207,0.011062302271893198
0092,Brachystegia cynometroides Harms,0354,Intsia bijuga (Colebr.) Kuntze,0.33960081142055654,0.1445998181282847,0.3278225854948488,0.011778225925707764
0238,Dipterocarpus kerrii King,0295,Fraxinus nigra Marshall,0.06130425258611738,0.047350069644523325,0.04872560265571527,0.012578649930402114
0092,Brachystegia cynometroides Harms,0302,Gilbertiodendron preussii (Harms) J.Léonard,0.2279437533760692,0.1445998181282847,0.21477324086718907,0.013170512508880128
0071,Baikiaea plurijuga Harms,0181,Cotylelobium Pierre,0.6772796935804519,0.6624630676293845,0.02876268832314597,0.014816625951067475
0071,Baikiaea plurijuga Harms,0239,Dipteryx odorata (Aubl.) Forsyth f.,0.6773047766985951,0.6624630676293845,0.29620412323508927,0.014841709069210673
0238,Dipterocarpus kerrii King,0239,Dipteryx odorata (Aubl.) Forsyth f.,0.3113091363604952,0.047350069644523325,0.29620412323508927,0.015105013125405908
0214,Daniellia thurifera Benn.,0606,Swietenia humilis Zucc.,0.45904671470510416,0.44353669806721796,0.2157970800606374,0.015510016637886204
0033,Anacardium excelsum (Bertero & Balb. ex Kunth) Skeels,0236,Dipterocarpus C.F.Gaertn.,0.17696272576391991,0.1612983471755794,0.06735710381385199,0.015664378588340522
0195,Ctenolophon parvifolius Oliv.,0238,Dipterocarpus kerrii King,0.16127429112198555,0.1445569890808498,0.047350069644523325,0.01671730204113575
0034,Anacardium L.,0096,Brosimum guianense (Aubl.) Huber ex Ducke,0.5094867472581461,0.25845756017377447,0.4923459427522542,0.01714080450589195
