species_a,species_a_name,species_b,species_b_name,inter_distance,intra_a,intra_b,contrast
0041,Aniba rosodora Ducke,0313,Grevillea robusta A.Cunn. ex R.Br.,0.30461270175973043,0.0656528117264906,0.2838740990600396,0.020738602699690856
0114,Cantleya corniculata (Becc.) R.A.Howard,0256,Entandrophragma angolense (Welw.) Panshin,0.6013910767915136,0.5805310376179519,0.319302552831661,0.020860039173561717
0072,Baillonella toxisperma Pierre,0679,Aningeria Aubrév. & Pellegr.,0.35635014391727315,0.33402537324669906,0.2305382109200897,0.02232477067057409
0073,Balfourodendron riedelianum (Engl.) Engl.,0608,Swietenia mahagoni (L.) Jacq.,0.4062743024675016,0.38391787966371865,0.02812049764059408,0.02235642280378297
0095,Brosimum alicastrum Swartz,0295,Fraxinus nigra Marshall,0.4646981859735495,0.4413660741827014,0.022324164890242817,0.023332111790848098
0353,Intsia Thouars,0479,Peltogyne catingae Ducke,0.5099275439942523,0.48641128958703317,0.05022355401665795,0.02351625440721916
0080,Betula papyrifera Marshall,0157,Ceriops tagal (Perr.) C.B. Robinson,0.4163221959226637,0.3923039267660832,0.33088565378713025,0.024018269156580452
0238,Dipterocarpus kerrii King,0295,Fraxinus nigra Marshall,0.05868750265168149,0.03389503762998255,0.022324164890242817,0.02479246502169894
0269,Erythrophleum ivorense A. Chev,0380,Libidibia paraguariensis (D.Parodi) G.P.Lewis,0.6286473833057489,0.2903085074707726,0.6037041179533492,0.024943265352399657
0007,Acer pseudoplatanus L.,0080,Betula papyrifera Marshall,0.41912978056033745,0.27538384172241354,0.3923039267660832,0.02682585379425423
0093,Brachystegia laurentii (De Wild.) Louis ex J.Léonard,0354,Intsia bijuga (Colebr.) Kuntze,0.36134718339214245,0.3343633761708376,0.29407015717558727,0.026983807221304834
